id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
122295559,1600.0,5 years,13.59,C2,0 years,vacation,660.0,Individual,FullyPaid
4445674,1880.0,5 years,21.49,E3,10 years,credit_card,675.0,Individual,ChargedOff
85712731,600.0,3 years,10.99,B4,8 years,car,670.0,Individual,ChargedOff
88825515,3200.0,5 years,14.49,C4,1 year,debt_consolidation,705.0,Individual,FullyPaid
91243005,1200.0,3 years,8.99,B1,10 years,debt_consolidation,660.0,Individual,FullyPaid
3293674,1300.0,3 years,10.16,B1,5 years,credit_card,690.0,Individual,FullyPaid
4684788,1450.0,3 years,14.33,C1,8 years,debt_consolidation,690.0,Individual,FullyPaid
87063650,1200.0,5 years,13.99,C3,3 years,debt_consolidation,670.0,Individual,FullyPaid
1431583,700.0,3 years,6.62,A2,10 years,debt_consolidation,755.0,Individual,FullyPaid
6124790,1467.5,3 years,9.71,B1,6 years,debt_consolidation,690.0,Individual,FullyPaid
121840805,1217.5,5 years,29.69,F2,10 years,debt_consolidation,685.0,Individual,ChargedOff
124128388,350.0,3 years,9.44,B1,10 years,debt_consolidation,705.0,Individual,FullyPaid
122340203,360.0,3 years,7.21,A3,4 years,other,685.0,Individual,FullyPaid
124947946,500.0,3 years,6.08,A2,7 years,house,805.0,Individual,FullyPaid
94716428,3500.0,5 years,30.74,F5,9 years,debt_consolidation,670.0,Individual,ChargedOff
87125216,1200.0,3 years,10.49,B3,4 years,debt_consolidation,675.0,Individual,FullyPaid
95745189,600.0,3 years,12.74,C1,1 year,car,705.0,Individual,FullyPaid
88874921,2000.0,3 years,15.59,C5,,debt_consolidation,675.0,Individual,FullyPaid
1369140,1100.0,3 years,17.99,D2,10 years,debt_consolidation,660.0,Individual,FullyPaid
1539852,1280.0,3 years,14.09,B5,7 years,debt_consolidation,705.0,Individual,FullyPaid
2524597,2100.0,3 years,8.9,A5,10 years,credit_card,700.0,Individual,FullyPaid
88362927,1200.0,3 years,9.49,B2,10 years,debt_consolidation,665.0,Individual,FullyPaid
5785798,900.0,3 years,7.9,A4,1 year,home_improvement,810.0,Individual,FullyPaid
92587317,800.0,3 years,7.24,A3,8 years,debt_consolidation,720.0,Individual,FullyPaid
2836975,840.0,3 years,11.14,B2,2 years,credit_card,690.0,Individual,FullyPaid
4526247,3000.0,3 years,8.9,A5,1 year,home_improvement,700.0,Individual,FullyPaid
85942836,800.0,3 years,10.49,B3,0 years,home_improvement,695.0,Individual,FullyPaid
1362938,720.0,3 years,12.12,B3,1 year,debt_consolidation,685.0,Individual,FullyPaid
3915733,1000.0,3 years,8.9,A5,10 years,credit_card,735.0,Individual,FullyPaid
120139070,400.0,3 years,18.06,D2,10 years,major_purchase,700.0,Individual,FullyPaid
91088312,1500.0,3 years,6.99,A2,5 years,debt_consolidation,775.0,Individual,FullyPaid
3294188,1400.0,3 years,10.16,B1,3 years,debt_consolidation,720.0,Individual,FullyPaid
5980191,1000.0,3 years,15.22,C3,4 years,major_purchase,675.0,Individual,FullyPaid
85156530,1440.0,5 years,13.99,C3,2 years,debt_consolidation,720.0,Individual,FullyPaid
125520696,2000.0,5 years,15.05,C4,10 years,credit_card,730.0,Individual,FullyPaid
4545464,1085.0,5 years,23.63,F3,0 years,home_improvement,665.0,Individual,FullyPaid
95081095,2500.0,5 years,15.99,C5,10 years,credit_card,665.0,Individual,FullyPaid
3666091,1600.0,5 years,17.27,C5,4 years,debt_consolidation,670.0,Individual,FullyPaid
123610700,1400.0,3 years,9.93,B2,1 year,credit_card,715.0,Individual,FullyPaid
93584412,1907.5,3 years,16.99,D1,,debt_consolidation,715.0,Individual,ChargedOff
94576715,1930.0,3 years,17.99,D2,10 years,credit_card,695.0,Individual,ChargedOff
93358159,500.0,3 years,13.99,C3,2 years,other,665.0,Individual,ChargedOff
1490238,1225.0,3 years,14.09,B5,10 years,debt_consolidation,690.0,Individual,FullyPaid
94477187,500.0,3 years,11.44,B4,10 years,credit_card,685.0,Individual,FullyPaid
126279491,600.0,3 years,24.85,E3,2 years,credit_card,690.0,Individual,FullyPaid
83992678,900.0,3 years,8.59,A5,10 years,debt_consolidation,715.0,Individual,FullyPaid
85166977,2000.0,5 years,14.49,C4,10 years,debt_consolidation,690.0,Individual,FullyPaid
86492587,400.0,3 years,13.99,C3,6 years,debt_consolidation,675.0,Individual,FullyPaid
3732790,2200.0,3 years,12.12,B3,6 years,debt_consolidation,695.0,Individual,FullyPaid
6284788,1942.5,3 years,11.55,B3,3 years,credit_card,665.0,Individual,FullyPaid
1111569,1200.0,3 years,13.49,C1,3 years,small_business,705.0,Individual,FullyPaid
84959770,1080.0,3 years,12.79,C1,10 years,debt_consolidation,660.0,Individual,FullyPaid
1525119,2597.5,5 years,23.76,F4,10 years,debt_consolidation,670.0,Individual,FullyPaid
91567605,4000.0,3 years,11.39,B3,7 years,debt_consolidation,690.0,Individual,FullyPaid
85677133,1000.0,3 years,9.49,B2,2 years,debt_consolidation,685.0,Individual,FullyPaid
1680689,2120.0,3 years,8.9,A5,5 years,debt_consolidation,735.0,Individual,FullyPaid
91504934,500.0,3 years,5.32,A1,0 years,debt_consolidation,700.0,Individual,FullyPaid
4594735,2500.0,5 years,13.11,B4,8 years,credit_card,695.0,Individual,FullyPaid
123336034,200.0,3 years,12.62,C1,8 years,other,675.0,Individual,FullyPaid
85108066,2800.0,5 years,17.99,D2,10 years,credit_card,665.0,Individual,ChargedOff
88525539,1500.0,5 years,13.99,C3,10 years,credit_card,670.0,Individual,FullyPaid
5854777,600.0,3 years,9.71,B1,6 years,debt_consolidation,670.0,Individual,FullyPaid
1584173,2300.0,5 years,21.0,E2,6 years,debt_consolidation,680.0,Individual,ChargedOff
5041234,1750.0,3 years,19.72,D5,10 years,credit_card,660.0,Individual,FullyPaid
5157104,3500.0,3 years,15.8,C3,10 years,debt_consolidation,735.0,Individual,FullyPaid
90014283,1000.0,3 years,8.99,B1,10 years,credit_card,675.0,Individual,FullyPaid
85824468,480.0,3 years,25.29,E5,6 years,credit_card,685.0,Individual,ChargedOff
83819010,1600.0,3 years,10.49,B3,4 years,home_improvement,660.0,Individual,FullyPaid
1502538,960.0,3 years,12.12,B3,10 years,home_improvement,695.0,Individual,FullyPaid
93247289,2515.0,5 years,22.74,E1,10 years,debt_consolidation,700.0,Individual,FullyPaid
88645442,970.0,3 years,11.49,B5,10 years,debt_consolidation,710.0,Individual,FullyPaid
3297537,360.0,3 years,16.29,C4,3 years,car,670.0,Individual,FullyPaid
124118582,4000.0,5 years,16.02,C5,10 years,debt_consolidation,740.0,Joint App,FullyPaid
120653477,1300.0,3 years,18.06,D2,1 year,debt_consolidation,665.0,Individual,FullyPaid
2091965,640.0,3 years,13.11,B4,1 year,credit_card,690.0,Individual,FullyPaid
123878819,600.0,3 years,16.02,C5,,home_improvement,660.0,Individual,ChargedOff
93684279,1000.0,5 years,13.49,C2,10 years,debt_consolidation,680.0,Joint App,FullyPaid
91676939,800.0,3 years,11.49,B5,10 years,house,680.0,Individual,FullyPaid
88133168,860.0,3 years,10.99,B4,9 years,debt_consolidation,660.0,Individual,FullyPaid
88704058,1800.0,5 years,25.29,E5,10 years,debt_consolidation,675.0,Individual,FullyPaid
95321334,2400.0,5 years,26.24,E5,10 years,home_improvement,700.0,Individual,ChargedOff
86022477,1200.0,5 years,19.99,D4,10 years,moving,710.0,Individual,FullyPaid
90651565,1200.0,5 years,12.79,C1,2 years,debt_consolidation,705.0,Individual,ChargedOff
84074788,437.5,3 years,9.49,B2,9 years,home_improvement,830.0,Individual,FullyPaid
95136309,250.0,3 years,12.74,C1,3 years,home_improvement,665.0,Individual,FullyPaid
5425668,1705.0,5 years,21.98,E4,,credit_card,660.0,Individual,ChargedOff
90317072,360.0,3 years,10.49,B3,4 years,major_purchase,660.0,Individual,FullyPaid
85591401,500.0,3 years,16.99,D1,3 years,debt_consolidation,715.0,Individual,ChargedOff
1546910,470.0,3 years,13.11,B4,10 years,debt_consolidation,690.0,Individual,FullyPaid
85535287,2100.0,5 years,14.49,C4,10 years,debt_consolidation,730.0,Individual,ChargedOff
2275029,600.0,3 years,13.11,B4,0 years,debt_consolidation,685.0,Individual,FullyPaid
95326214,1635.0,5 years,29.99,F3,9 years,debt_consolidation,755.0,Individual,FullyPaid
95259256,2500.0,3 years,7.49,A4,10 years,home_improvement,840.0,Individual,FullyPaid
5037992,800.0,3 years,21.0,E2,10 years,debt_consolidation,665.0,Individual,ChargedOff
3381742,2757.5,3 years,16.29,C4,10 years,debt_consolidation,685.0,Individual,FullyPaid
88871534,1890.0,3 years,19.99,D4,10 years,debt_consolidation,665.0,Joint App,ChargedOff
3148920,650.0,3 years,15.8,C3,2 years,debt_consolidation,665.0,Individual,FullyPaid
124141091,3500.0,3 years,24.85,E3,10 years,home_improvement,695.0,Individual,ChargedOff
93861692,350.0,3 years,12.74,C1,4 years,debt_consolidation,700.0,Individual,FullyPaid
1121084,1000.0,3 years,9.91,B1,10 years,debt_consolidation,710.0,Individual,FullyPaid
119428709,1500.0,3 years,13.59,C2,6 years,credit_card,670.0,Individual,FullyPaid
87012450,2400.0,5 years,19.99,D4,3 years,debt_consolidation,685.0,Individual,ChargedOff
120949405,1300.0,3 years,7.07,A2,4 years,debt_consolidation,710.0,Individual,FullyPaid
88012723,2727.5,5 years,28.18,G1,10 years,debt_consolidation,665.0,Individual,FullyPaid
3705492,720.0,3 years,14.33,C1,10 years,debt_consolidation,700.0,Individual,FullyPaid
3812421,500.0,3 years,17.77,D1,2 years,other,705.0,Individual,FullyPaid
1480136,600.0,3 years,13.11,B4,0 years,credit_card,690.0,Individual,ChargedOff
2381699,1500.0,3 years,7.9,A4,6 years,debt_consolidation,695.0,Individual,FullyPaid
1478995,357.5,3 years,12.12,B3,1 year,small_business,680.0,Individual,FullyPaid
125357949,1800.0,3 years,6.08,A2,10 years,debt_consolidation,765.0,Individual,FullyPaid
84094766,420.0,3 years,18.99,D3,10 years,home_improvement,660.0,Individual,FullyPaid
94446507,3000.0,3 years,7.49,A4,1 year,debt_consolidation,710.0,Joint App,FullyPaid
84032748,300.0,3 years,11.49,B5,6 years,major_purchase,670.0,Individual,ChargedOff
5234804,1600.0,5 years,16.29,C4,10 years,debt_consolidation,700.0,Individual,ChargedOff
92845461,1200.0,5 years,14.99,C4,0 years,credit_card,670.0,Individual,FullyPaid
84074428,175.0,3 years,10.99,B4,10 years,major_purchase,715.0,Individual,FullyPaid
90393866,3000.0,3 years,27.79,F5,9 years,small_business,695.0,Individual,ChargedOff
94263024,350.0,3 years,11.44,B4,,other,680.0,Individual,FullyPaid
2864883,2000.0,3 years,11.14,B2,2 years,debt_consolidation,680.0,Individual,FullyPaid
1510807,720.0,3 years,14.09,B5,2 years,debt_consolidation,685.0,Individual,FullyPaid
85562916,2160.0,3 years,9.49,B2,10 years,credit_card,685.0,Individual,FullyPaid
95021178,2000.0,3 years,7.99,A5,4 years,debt_consolidation,700.0,Individual,FullyPaid
2824955,2367.5,3 years,17.77,D1,10 years,debt_consolidation,695.0,Individual,FullyPaid
88143155,1200.0,3 years,10.99,B4,,debt_consolidation,690.0,Individual,FullyPaid
83954221,2100.0,5 years,22.74,E1,10 years,debt_consolidation,675.0,Individual,FullyPaid
3198116,800.0,3 years,12.12,B3,10 years,debt_consolidation,695.0,Individual,FullyPaid
1469588,857.5,3 years,16.29,C4,5 years,small_business,670.0,Individual,ChargedOff
3807416,900.0,3 years,7.9,A4,5 years,credit_card,745.0,Individual,FullyPaid
1686844,2545.0,5 years,21.49,E3,10 years,debt_consolidation,685.0,Individual,ChargedOff
1452578,2120.0,3 years,12.12,B3,0 years,debt_consolidation,710.0,Individual,ChargedOff
94447738,1500.0,3 years,11.39,B3,10 years,debt_consolidation,700.0,Individual,FullyPaid
122668384,1600.0,3 years,19.03,D3,,other,710.0,Individual,FullyPaid
3918995,1000.0,3 years,10.16,B1,,credit_card,715.0,Individual,FullyPaid
121931576,1200.0,3 years,9.44,B1,10 years,home_improvement,670.0,Individual,FullyPaid
2275966,3500.0,5 years,22.47,E5,5 years,credit_card,690.0,Individual,FullyPaid
3016589,1050.0,3 years,14.09,B5,10 years,credit_card,685.0,Individual,FullyPaid
3627393,1600.0,5 years,8.9,A5,5 years,debt_consolidation,810.0,Individual,ChargedOff
90571317,1600.0,5 years,13.99,C3,,credit_card,785.0,Individual,FullyPaid
125121578,4000.0,5 years,10.42,B3,2 years,major_purchase,785.0,Individual,FullyPaid
1523952,2597.5,5 years,20.49,E1,1 year,debt_consolidation,690.0,Individual,ChargedOff
85952506,700.0,3 years,8.99,B1,3 years,debt_consolidation,700.0,Individual,FullyPaid
1438625,2545.0,3 years,12.12,B3,10 years,debt_consolidation,715.0,Individual,FullyPaid
89918928,1797.5,3 years,11.49,B5,10 years,credit_card,665.0,Individual,FullyPaid
95068515,2472.5,3 years,14.99,C4,10 years,debt_consolidation,690.0,Individual,ChargedOff
125145973,500.0,3 years,10.91,B4,,car,690.0,Individual,FullyPaid
5043002,2000.0,5 years,22.7,E5,,debt_consolidation,670.0,Individual,FullyPaid
4864802,720.0,3 years,16.29,C4,3 years,other,715.0,Individual,FullyPaid
89825921,2500.0,3 years,7.59,A3,6 years,other,765.0,Individual,FullyPaid
4074893,530.0,3 years,12.12,B3,7 years,credit_card,695.0,Individual,FullyPaid
88792691,300.0,3 years,15.59,C5,7 years,debt_consolidation,680.0,Individual,FullyPaid
4299391,720.0,3 years,7.9,A4,0 years,credit_card,710.0,Individual,FullyPaid
2485272,1900.0,5 years,16.29,C4,6 years,debt_consolidation,705.0,Individual,FullyPaid
94196366,1000.0,3 years,11.49,B5,10 years,credit_card,680.0,Individual,FullyPaid
121856975,600.0,3 years,10.42,B3,3 years,credit_card,675.0,Individual,FullyPaid
6185696,1500.0,3 years,6.62,A2,10 years,debt_consolidation,745.0,Individual,FullyPaid
91345144,3500.0,5 years,13.99,C3,10 years,credit_card,705.0,Individual,FullyPaid
3704009,1400.0,5 years,15.31,C2,10 years,debt_consolidation,705.0,Individual,FullyPaid
85470310,1700.0,5 years,13.99,C3,10 years,debt_consolidation,685.0,Individual,FullyPaid
86993994,550.0,3 years,7.99,A4,10 years,debt_consolidation,705.0,Individual,FullyPaid
83766124,1342.5,3 years,13.99,C3,9 years,debt_consolidation,660.0,Individual,ChargedOff
2306726,420.0,3 years,17.27,C5,0 years,credit_card,660.0,Individual,FullyPaid
3379247,800.0,3 years,15.31,C2,3 years,debt_consolidation,665.0,Individual,ChargedOff
2216559,2700.0,5 years,23.28,F2,10 years,debt_consolidation,675.0,Individual,FullyPaid
125040865,2200.0,5 years,20.0,D4,3 years,credit_card,710.0,Individual,FullyPaid
95048005,1600.0,5 years,25.49,E4,2 years,credit_card,695.0,Individual,FullyPaid
1120671,700.0,3 years,8.9,A5,0 years,credit_card,700.0,Individual,FullyPaid
91128138,1535.0,3 years,15.59,C5,0 years,debt_consolidation,680.0,Individual,FullyPaid
2364911,2275.0,5 years,23.28,F2,7 years,medical,695.0,Individual,FullyPaid
90290715,2000.0,5 years,25.29,E5,6 years,debt_consolidation,670.0,Joint App,FullyPaid
1260007,1400.0,3 years,6.03,A1,10 years,credit_card,750.0,Individual,FullyPaid
86001658,2997.5,5 years,11.49,B5,8 years,debt_consolidation,730.0,Individual,FullyPaid
88842103,1567.5,3 years,12.79,C1,,debt_consolidation,660.0,Individual,FullyPaid
94288951,600.0,3 years,11.44,B4,3 years,debt_consolidation,665.0,Individual,FullyPaid
4165095,1207.5,3 years,17.27,C5,0 years,debt_consolidation,675.0,Individual,FullyPaid
87925379,2800.0,3 years,10.99,B4,10 years,debt_consolidation,690.0,Individual,ChargedOff
120556615,3200.0,3 years,7.21,A3,10 years,home_improvement,740.0,Individual,FullyPaid
5177291,1237.5,3 years,15.31,C2,3 years,debt_consolidation,660.0,Individual,FullyPaid
85583600,1422.5,5 years,27.79,F5,0 years,debt_consolidation,660.0,Individual,ChargedOff
88904644,3500.0,3 years,10.99,B4,2 years,other,675.0,Individual,FullyPaid
90661574,1920.0,3 years,8.99,B1,7 years,debt_consolidation,670.0,Individual,FullyPaid
126125736,3500.0,3 years,15.05,C4,9 years,debt_consolidation,710.0,Individual,FullyPaid
2485578,2400.0,3 years,8.9,A5,4 years,credit_card,710.0,Individual,FullyPaid
1621205,500.0,5 years,21.98,E4,0 years,other,665.0,Individual,FullyPaid
91485084,1800.0,5 years,11.44,B4,,home_improvement,690.0,Individual,FullyPaid
94173921,3500.0,3 years,7.49,A4,1 year,debt_consolidation,700.0,Individual,FullyPaid
90925543,2160.0,5 years,29.49,F2,10 years,debt_consolidation,685.0,Individual,FullyPaid
1382659,500.0,5 years,17.27,C5,8 years,other,680.0,Individual,FullyPaid
2445303,900.0,3 years,15.31,C2,4 years,debt_consolidation,670.0,Individual,FullyPaid
88797602,1400.0,5 years,8.99,B1,3 years,credit_card,725.0,Individual,FullyPaid
1149843,1500.0,3 years,9.76,B1,1 year,other,730.0,Individual,ChargedOff
91617357,800.0,3 years,11.49,B5,,debt_consolidation,685.0,Individual,ChargedOff
91473784,360.0,3 years,13.49,C2,10 years,home_improvement,660.0,Individual,FullyPaid
95148691,300.0,3 years,15.99,C5,10 years,debt_consolidation,665.0,Individual,FullyPaid
88985768,645.0,3 years,14.49,C4,7 years,credit_card,660.0,Individual,ChargedOff
4557397,700.0,3 years,11.14,B2,0 years,credit_card,705.0,Individual,FullyPaid
90080747,300.0,3 years,9.49,B2,4 years,debt_consolidation,710.0,Individual,ChargedOff
95010475,360.0,3 years,6.99,A2,,home_improvement,755.0,Individual,FullyPaid
91993152,3000.0,3 years,12.74,C1,10 years,debt_consolidation,675.0,Individual,FullyPaid
2055040,1080.0,3 years,17.77,D1,10 years,debt_consolidation,660.0,Individual,FullyPaid
1636668,1400.0,3 years,14.33,C1,10 years,home_improvement,695.0,Individual,FullyPaid
120205108,1080.0,5 years,26.3,E5,3 years,debt_consolidation,680.0,Individual,ChargedOff
5758840,1500.0,3 years,17.77,D1,10 years,debt_consolidation,695.0,Individual,FullyPaid
88097280,900.0,3 years,10.99,B4,6 years,credit_card,700.0,Individual,FullyPaid
94352609,2500.0,3 years,8.24,B1,6 years,debt_consolidation,665.0,Individual,FullyPaid
1095566,800.0,3 years,6.62,A2,10 years,major_purchase,800.0,Individual,FullyPaid
2294846,3000.0,5 years,13.11,B4,3 years,debt_consolidation,715.0,Individual,FullyPaid
4286102,600.0,3 years,15.8,C3,10 years,credit_card,660.0,Individual,FullyPaid
83980546,672.5,3 years,18.99,D3,4 years,debt_consolidation,665.0,Individual,ChargedOff
94423954,2000.0,3 years,12.74,C1,10 years,home_improvement,715.0,Individual,FullyPaid
92837614,1100.0,3 years,11.49,B5,3 years,credit_card,690.0,Individual,FullyPaid
90228162,600.0,3 years,7.99,A4,10 years,credit_card,680.0,Individual,FullyPaid
85602019,1500.0,3 years,10.99,B4,10 years,debt_consolidation,665.0,Individual,ChargedOff
85632284,3780.0,3 years,15.59,C5,10 years,debt_consolidation,735.0,Individual,FullyPaid
3254766,2100.0,3 years,14.09,B5,3 years,credit_card,670.0,Individual,ChargedOff
87012990,1120.0,3 years,9.49,B2,10 years,credit_card,660.0,Individual,FullyPaid
1296387,1100.0,3 years,17.27,D1,2 years,debt_consolidation,670.0,Individual,FullyPaid
88515014,3000.0,3 years,15.59,C5,10 years,credit_card,665.0,Individual,FullyPaid
93573131,400.0,3 years,11.44,B4,,debt_consolidation,735.0,Individual,FullyPaid
92558608,1207.5,3 years,19.99,D4,10 years,debt_consolidation,715.0,Individual,ChargedOff
1683719,2100.0,3 years,19.72,D5,6 years,debt_consolidation,665.0,Individual,FullyPaid
87954340,1400.0,5 years,21.49,D5,10 years,debt_consolidation,665.0,Individual,FullyPaid
93753380,300.0,3 years,12.74,C1,10 years,debt_consolidation,665.0,Individual,FullyPaid
125678303,500.0,3 years,7.97,A5,10 years,home_improvement,690.0,Individual,FullyPaid
5895455,2320.0,5 years,11.55,B3,,debt_consolidation,705.0,Individual,FullyPaid
125264644,1000.0,3 years,9.44,B1,10 years,other,700.0,Individual,ChargedOff
86924939,1000.0,3 years,10.49,B3,10 years,debt_consolidation,665.0,Individual,FullyPaid
87072921,2000.0,5 years,12.79,C1,7 years,debt_consolidation,665.0,Individual,FullyPaid
3379113,1075.0,3 years,13.11,B4,10 years,debt_consolidation,690.0,Individual,FullyPaid
92942212,3500.0,5 years,11.39,B3,10 years,debt_consolidation,775.0,Individual,FullyPaid
90481686,1022.5,3 years,10.99,B4,3 years,credit_card,675.0,Individual,FullyPaid
1543346,1200.0,3 years,14.09,B5,10 years,credit_card,695.0,Individual,FullyPaid
1526490,3500.0,3 years,21.49,E3,10 years,debt_consolidation,690.0,Individual,FullyPaid
3376122,2040.0,3 years,7.62,A3,2 years,debt_consolidation,710.0,Individual,FullyPaid
88948507,2000.0,3 years,11.49,B5,8 years,debt_consolidation,665.0,Individual,FullyPaid
3164462,500.0,3 years,13.11,B4,10 years,credit_card,675.0,Individual,FullyPaid
84636284,1400.0,3 years,13.49,C2,10 years,credit_card,660.0,Individual,FullyPaid
3218155,1200.0,3 years,12.12,B3,5 years,credit_card,695.0,Individual,FullyPaid
1463548,1500.0,3 years,14.09,B5,10 years,other,705.0,Individual,ChargedOff
1378042,2225.0,5 years,13.99,C1,7 years,home_improvement,735.0,Individual,FullyPaid
121327784,2000.0,5 years,17.09,D1,6 years,debt_consolidation,675.0,Joint App,FullyPaid
3675313,3000.0,3 years,14.09,B5,10 years,credit_card,700.0,Individual,FullyPaid
121346327,3500.0,5 years,23.88,E2,10 years,debt_consolidation,665.0,Individual,ChargedOff
83113792,1200.0,3 years,9.49,B2,0 years,other,725.0,Individual,FullyPaid
88974600,3200.0,3 years,10.99,B4,10 years,credit_card,660.0,Individual,ChargedOff
124428732,500.0,3 years,13.59,C2,10 years,debt_consolidation,745.0,Individual,ChargedOff
3636457,3500.0,3 years,15.31,C2,2 years,debt_consolidation,710.0,Individual,FullyPaid
83943372,2400.0,5 years,16.99,D1,10 years,debt_consolidation,675.0,Individual,ChargedOff
2634927,1000.0,3 years,11.14,B2,1 year,credit_card,665.0,Individual,FullyPaid
94606717,1200.0,3 years,13.99,C3,9 years,debt_consolidation,710.0,Individual,FullyPaid
90114285,600.0,3 years,12.79,C1,0 years,debt_consolidation,670.0,Individual,FullyPaid
88104379,1000.0,3 years,13.99,C3,6 years,debt_consolidation,670.0,Individual,FullyPaid
1623771,480.0,3 years,12.12,B3,4 years,credit_card,675.0,Individual,FullyPaid
92729799,3000.0,5 years,11.44,B4,3 years,credit_card,710.0,Individual,FullyPaid
125112915,3000.0,3 years,12.62,C1,10 years,major_purchase,720.0,Individual,FullyPaid
1430307,917.5,3 years,10.16,B1,6 years,debt_consolidation,710.0,Individual,FullyPaid
93465005,417.5,3 years,11.49,B5,10 years,other,715.0,Individual,FullyPaid
93022294,3200.0,5 years,13.99,C3,10 years,debt_consolidation,675.0,Individual,ChargedOff
1126406,3000.0,3 years,16.29,D1,10 years,debt_consolidation,710.0,Individual,FullyPaid
86494064,1510.0,3 years,19.99,D4,,small_business,685.0,Individual,ChargedOff
93546910,1080.0,3 years,19.99,D4,10 years,debt_consolidation,695.0,Individual,FullyPaid
3114732,1500.0,3 years,6.62,A2,8 years,credit_card,715.0,Individual,FullyPaid
124062725,2200.0,5 years,23.88,E2,3 years,debt_consolidation,685.0,Joint App,FullyPaid
95886755,1800.0,3 years,22.74,E1,5 years,debt_consolidation,755.0,Individual,FullyPaid
126052437,400.0,3 years,15.05,C4,10 years,small_business,675.0,Individual,ChargedOff
1580777,472.5,3 years,10.16,B1,10 years,credit_card,715.0,Individual,FullyPaid
4195043,850.0,3 years,14.09,B5,2 years,debt_consolidation,700.0,Individual,FullyPaid
122290209,302.5,3 years,13.59,C2,3 years,debt_consolidation,690.0,Individual,FullyPaid
93851514,800.0,3 years,13.49,C2,9 years,debt_consolidation,660.0,Individual,FullyPaid
4567438,3447.5,5 years,17.27,C5,6 years,debt_consolidation,690.0,Individual,ChargedOff
89808836,2400.0,3 years,14.49,C4,2 years,credit_card,675.0,Individual,ChargedOff
1865476,1200.0,3 years,19.05,D4,10 years,credit_card,660.0,Individual,ChargedOff
5787684,1000.0,3 years,12.12,B3,2 years,debt_consolidation,720.0,Individual,FullyPaid
85078234,250.0,3 years,9.49,B2,10 years,vacation,725.0,Individual,FullyPaid
3159985,2400.0,5 years,10.16,B1,10 years,debt_consolidation,725.0,Individual,FullyPaid
124023937,600.0,3 years,6.08,A2,1 year,credit_card,780.0,Individual,FullyPaid
90118226,1500.0,5 years,12.79,C1,1 year,other,745.0,Individual,FullyPaid
3195509,700.0,3 years,14.33,C1,10 years,debt_consolidation,685.0,Individual,FullyPaid
88897730,800.0,3 years,10.99,B4,1 year,debt_consolidation,685.0,Individual,FullyPaid
94097006,1625.0,3 years,15.99,C5,10 years,small_business,670.0,Individual,FullyPaid
1864935,800.0,3 years,17.27,C5,10 years,debt_consolidation,670.0,Individual,FullyPaid
3161719,2400.0,3 years,12.12,B3,10 years,debt_consolidation,680.0,Individual,FullyPaid
93720542,1500.0,5 years,13.99,C3,9 years,credit_card,670.0,Individual,FullyPaid
93042348,2000.0,3 years,5.32,A1,10 years,debt_consolidation,710.0,Individual,FullyPaid
1321790,1075.0,3 years,9.76,B1,,home_improvement,725.0,Individual,ChargedOff
91219449,600.0,3 years,8.59,A5,5 years,other,680.0,Individual,FullyPaid
1530982,1975.0,3 years,7.9,A4,4 years,other,770.0,Individual,FullyPaid
120666120,3500.0,5 years,15.05,C4,10 years,debt_consolidation,725.0,Individual,FullyPaid
1826496,350.0,3 years,14.09,B5,10 years,debt_consolidation,675.0,Individual,FullyPaid
121833692,550.0,3 years,16.02,C5,5 years,credit_card,720.0,Individual,FullyPaid
92657955,1000.0,3 years,6.99,A2,0 years,other,755.0,Individual,FullyPaid
2311405,1800.0,3 years,15.8,C3,10 years,debt_consolidation,670.0,Individual,ChargedOff
88989650,2100.0,3 years,12.79,C1,1 year,debt_consolidation,665.0,Individual,ChargedOff
5364636,800.0,3 years,19.72,D5,10 years,wedding,660.0,Individual,FullyPaid
123040715,1000.0,3 years,14.08,C3,1 year,debt_consolidation,660.0,Individual,FullyPaid
95334725,1700.0,3 years,10.49,B2,10 years,credit_card,690.0,Individual,FullyPaid
6325553,500.0,3 years,10.64,B2,5 years,major_purchase,770.0,Individual,FullyPaid
1294371,3500.0,5 years,21.97,E5,10 years,home_improvement,685.0,Individual,ChargedOff
126075681,600.0,3 years,15.05,C4,10 years,debt_consolidation,685.0,Individual,FullyPaid
90997509,900.0,3 years,12.79,C1,3 years,debt_consolidation,660.0,Individual,FullyPaid
89964627,3500.0,3 years,18.99,D3,10 years,debt_consolidation,670.0,Individual,FullyPaid
85542906,1000.0,3 years,17.99,D2,10 years,credit_card,675.0,Individual,FullyPaid
5605853,1500.0,3 years,14.09,B5,4 years,credit_card,700.0,Individual,FullyPaid
87995785,3500.0,3 years,17.99,D2,10 years,debt_consolidation,665.0,Individual,FullyPaid
5115944,1200.0,3 years,10.16,B1,4 years,debt_consolidation,690.0,Individual,FullyPaid
5615019,275.0,3 years,15.8,C3,3 years,renewable_energy,710.0,Individual,FullyPaid
5716062,650.0,3 years,15.8,C3,0 years,debt_consolidation,690.0,Individual,FullyPaid
87995142,3185.0,3 years,21.49,D5,9 years,debt_consolidation,690.0,Individual,ChargedOff
93492561,2000.0,5 years,26.24,E5,8 years,debt_consolidation,660.0,Individual,FullyPaid
94744453,1652.5,3 years,11.49,B5,3 years,debt_consolidation,705.0,Individual,FullyPaid
91148369,2000.0,5 years,8.99,B1,10 years,credit_card,730.0,Individual,FullyPaid
